pais,año,indicador,valor,fecha_extraccion
Paraguay,2001,"Inflation, consumer prices (annual %)",7.26806028584825,2026-02-26T15:59:27.016361
Paraguay,2000,"Inflation, consumer prices (annual %)",8.98215976750022,2026-02-26T15:59:27.016364
Paraguay,1999,"Inflation, consumer prices (annual %)",6.75226586102725,2026-02-26T15:59:27.016366
Paraguay,1998,"Inflation, consumer prices (annual %)",11.5532684355839,2026-02-26T15:59:27.016368
Paraguay,1997,"Inflation, consumer prices (annual %)",6.94956608534118,2026-02-26T15:59:27.016370
Paraguay,1996,"Inflation, consumer prices (annual %)",9.79968339016083,2026-02-26T15:59:27.016373
Paraguay,1995,"Inflation, consumer prices (annual %)",13.4254143646407,2026-02-26T15:59:27.016375
Paraguay,1994,"Inflation, consumer prices (annual %)",20.5661948376355,2026-02-26T15:59:27.016377
Paraguay,1993,"Inflation, consumer prices (annual %)",18.2086614173228,2026-02-26T15:59:27.016379
Paraguay,1992,"Inflation, consumer prices (annual %)",15.192743764172,2026-02-26T15:59:27.016381
Paraguay,1991,"Inflation, consumer prices (annual %)",24.2253521126763,2026-02-26T15:59:27.016383
Paraguay,1990,"Inflation, consumer prices (annual %)",37.2599561799201,2026-02-26T15:59:27.016386
Paraguay,1989,"Inflation, consumer prices (annual %)",26.4221267235586,2026-02-26T15:59:27.016397
Paraguay,1988,"Inflation, consumer prices (annual %)",22.5942571785268,2026-02-26T15:59:27.016400
Paraguay,1987,"Inflation, consumer prices (annual %)",21.8102740350983,2026-02-26T15:59:27.016402
Paraguay,1986,"Inflation, consumer prices (annual %)",31.7425972672999,2026-02-26T15:59:27.016404
Paraguay,1985,"Inflation, consumer prices (annual %)",25.2107164358818,2026-02-26T15:59:27.016406
Paraguay,1984,"Inflation, consumer prices (annual %)",20.3114625460255,2026-02-26T15:59:27.016409
Paraguay,1983,"Inflation, consumer prices (annual %)",13.4337555631631,2026-02-26T15:59:27.016411
Paraguay,1982,"Inflation, consumer prices (annual %)",5.12006543713188,2026-02-26T15:59:27.016413
Paraguay,1981,"Inflation, consumer prices (annual %)",12.9746974698193,2026-02-26T15:59:27.016417
Paraguay,1980,"Inflation, consumer prices (annual %)",22.4473301362177,2026-02-26T15:59:27.016419
Paraguay,1979,"Inflation, consumer prices (annual %)",28.1610386024436,2026-02-26T15:59:27.016422
Paraguay,1978,"Inflation, consumer prices (annual %)",10.6602475929181,2026-02-26T15:59:27.016424
Paraguay,1977,"Inflation, consumer prices (annual %)",9.35985291662838,2026-02-26T15:59:27.016426
Paraguay,1976,"Inflation, consumer prices (annual %)",4.47461474664498,2026-02-26T15:59:27.016428
Paraguay,1975,"Inflation, consumer prices (annual %)",6.69306008366748,2026-02-26T15:59:27.341289
Paraguay,1974,"Inflation, consumer prices (annual %)",25.2333177791075,2026-02-26T15:59:27.341307
Paraguay,1973,"Inflation, consumer prices (annual %)",12.796894532602,2026-02-26T15:59:27.341310
Paraguay,1972,"Inflation, consumer prices (annual %)",9.18037497303685,2026-02-26T15:59:27.341312
Paraguay,1971,"Inflation, consumer prices (annual %)",4.95325693640987,2026-02-26T15:59:27.341314
Paraguay,1970,"Inflation, consumer prices (annual %)",-0.859556021006909,2026-02-26T15:59:27.341317
Paraguay,1969,"Inflation, consumer prices (annual %)",2.24684753574717,2026-02-26T15:59:27.341319
Paraguay,1968,"Inflation, consumer prices (annual %)",0.708073577854366,2026-02-26T15:59:27.341322
Paraguay,1967,"Inflation, consumer prices (annual %)",1.36526759221905,2026-02-26T15:59:27.341324
Paraguay,1966,"Inflation, consumer prices (annual %)",2.87319422160326,2026-02-26T15:59:27.341326
Paraguay,1965,"Inflation, consumer prices (annual %)",3.8592981578052,2026-02-26T15:59:27.341328
Paraguay,1964,"Inflation, consumer prices (annual %)",1.36986301369865,2026-02-26T15:59:27.341331
Paraguay,1963,"Inflation, consumer prices (annual %)",2.09790209790211,2026-02-26T15:59:27.341333
Paraguay,1962,"Inflation, consumer prices (annual %)",1.41843971631208,2026-02-26T15:59:27.341335
Paraguay,1961,"Inflation, consumer prices (annual %)",18.4873949579832,2026-02-26T15:59:27.341338
Paraguay,1960,"Inflation, consumer prices (annual %)",8.18181818181802,2026-02-26T15:59:27.341340
United States,2024,GDP (current US$),28750956130731.2,2026-02-26T15:59:28.020356
United States,2023,GDP (current US$),27292170793214.4,2026-02-26T15:59:28.020373
United States,2022,GDP (current US$),25604848907611.0,2026-02-26T15:59:28.020377
United States,2021,GDP (current US$),23315080560000.0,2026-02-26T15:59:28.020379
United States,2020,GDP (current US$),21060473613000.0,2026-02-26T15:59:28.020382
United States,2019,GDP (current US$),21380976119000.0,2026-02-26T15:59:28.020384
United States,2018,GDP (current US$),20533057312000.0,2026-02-26T15:59:28.020386
United States,2017,GDP (current US$),19477336549000.0,2026-02-26T15:59:28.020388
United States,2016,GDP (current US$),18695110842000.0,2026-02-26T15:59:28.020390
United States,2015,GDP (current US$),18206020741000.0,2026-02-26T15:59:28.020392
United States,2014,GDP (current US$),17550680174000.0,2026-02-26T15:59:28.020394
United States,2013,GDP (current US$),16843190993000.0,2026-02-26T15:59:28.020397
United States,2012,GDP (current US$),16253972230000.0,2026-02-26T15:59:28.020399
United States,2011,GDP (current US$),15599728123000.0,2026-02-26T15:59:28.020401
United States,2010,GDP (current US$),15048964444000.0,2026-02-26T15:59:28.020403
United States,2009,GDP (current US$),14478064934000.0,2026-02-26T15:59:28.020405
United States,2008,GDP (current US$),14769857911000.0,2026-02-26T15:59:28.020407
United States,2007,GDP (current US$),14474226905000.0,2026-02-26T15:59:28.020409
United States,2006,GDP (current US$),13815586948000.0,2026-02-26T15:59:28.020411
United States,2005,GDP (current US$),13039199193000.0,2026-02-26T15:59:28.020413
United States,2004,GDP (current US$),12217193198000.0,2026-02-26T15:59:28.020415
United States,2003,GDP (current US$),11456442041000.0,2026-02-26T15:59:28.020419
United States,2002,GDP (current US$),10929112955000.0,2026-02-26T15:59:28.020422
United States,2001,GDP (current US$),10581929774000.0,2026-02-26T15:59:28.020424
United States,2000,GDP (current US$),10250947997000.0,2026-02-26T15:59:28.020426
United States,1999,GDP (current US$),9631174489000.0,2026-02-26T15:59:28.020428
United States,1998,GDP (current US$),9062818202000.0,2026-02-26T15:59:28.020430
United States,1997,GDP (current US$),8577554457000.0,2026-02-26T15:59:28.020432
United States,1996,GDP (current US$),8073122000000.0,2026-02-26T15:59:28.020434
United States,1995,GDP (current US$),7639749000000.0,2026-02-26T15:59:28.020436
United States,1994,GDP (current US$),7287236000000.0,2026-02-26T15:59:28.020438
United States,1993,GDP (current US$),6858559000000.0,2026-02-26T15:59:28.020441
United States,1992,GDP (current US$),6520327000000.0,2026-02-26T15:59:28.020443
United States,1991,GDP (current US$),6158129000000.0,2026-02-26T15:59:28.020445
United States,1990,GDP (current US$),5963144000000.0,2026-02-26T15:59:28.020447
United States,1989,GDP (current US$),5641580000000.0,2026-02-26T15:59:28.020450
United States,1988,GDP (current US$),5236438000000.0,2026-02-26T15:59:28.020452
United States,1987,GDP (current US$),4855215000000.0,2026-02-26T15:59:28.020454
United States,1986,GDP (current US$),4579631000000.0,2026-02-26T15:59:28.020468
United States,1985,GDP (current US$),4338979000000.0,2026-02-26T15:59:28.020470
United States,1984,GDP (current US$),4037613000000.0,2026-02-26T15:59:28.020472
United States,1983,GDP (current US$),3634038000000.0,2026-02-26T15:59:28.020475
United States,1982,GDP (current US$),3343789000000.0,2026-02-26T15:59:28.020477
United States,1981,GDP (current US$),3207041000000.0,2026-02-26T15:59:28.020479
United States,1980,GDP (current US$),2857307000000.0,2026-02-26T15:59:28.020481
United States,1979,GDP (current US$),2627333000000.0,2026-02-26T15:59:28.020483
United States,1978,GDP (current US$),2351599000000.0,2026-02-26T15:59:28.020487
United States,1977,GDP (current US$),2081826000000.0,2026-02-26T15:59:28.020490
United States,1976,GDP (current US$),1873412000000.0,2026-02-26T15:59:28.020492
United States,1975,GDP (current US$),1684904000000.0,2026-02-26T15:59:28.371144
United States,1974,GDP (current US$),1545243000000.0,2026-02-26T15:59:28.371167
United States,1973,GDP (current US$),1425376000000.0,2026-02-26T15:59:28.371171
United States,1972,GDP (current US$),1279110000000.0,2026-02-26T15:59:28.371174
United States,1971,GDP (current US$),1164850000000.0,2026-02-26T15:59:28.371177
United States,1970,GDP (current US$),1073303000000.0,2026-02-26T15:59:28.371181
United States,1969,GDP (current US$),1017438172413.79,2026-02-26T15:59:28.371184
United States,1968,GDP (current US$),940225000000.0,2026-02-26T15:59:28.371187
United States,1967,GDP (current US$),859620034482.759,2026-02-26T15:59:28.371191
United States,1966,GDP (current US$),813032758620.69,2026-02-26T15:59:28.371194
United States,1965,GDP (current US$),741904862068.965,2026-02-26T15:59:28.371197
United States,1964,GDP (current US$),684144620689.655,2026-02-26T15:59:28.371200
United States,1963,GDP (current US$),637058551724.138,2026-02-26T15:59:28.371203
United States,1962,GDP (current US$),603639413793.103,2026-02-26T15:59:28.371206
United States,1961,GDP (current US$),561940310344.828,2026-02-26T15:59:28.371210
United States,1960,GDP (current US$),541988586206.897,2026-02-26T15:59:28.371213
United States,2024,"Inflation, consumer prices (annual %)",2.94952520485207,2026-02-26T15:59:28.819057
United States,2023,"Inflation, consumer prices (annual %)",4.11633838374488,2026-02-26T15:59:28.819070
United States,2022,"Inflation, consumer prices (annual %)",8.00279982052121,2026-02-26T15:59:28.819072
United States,2021,"Inflation, consumer prices (annual %)",4.69785886363742,2026-02-26T15:59:28.819074
United States,2020,"Inflation, consumer prices (annual %)",1.23358439630629,2026-02-26T15:59:28.819076
United States,2019,"Inflation, consumer prices (annual %)",1.81221007526021,2026-02-26T15:59:28.819077
United States,2018,"Inflation, consumer prices (annual %)",2.44258329692817,2026-02-26T15:59:28.819079
United States,2017,"Inflation, consumer prices (annual %)",2.13011000365961,2026-02-26T15:59:28.819081
United States,2016,"Inflation, consumer prices (annual %)",1.26158320570536,2026-02-26T15:59:28.819083
United States,2015,"Inflation, consumer prices (annual %)",0.118627135552451,2026-02-26T15:59:28.819084
United States,2014,"Inflation, consumer prices (annual %)",1.62222297740817,2026-02-26T15:59:28.819086
United States,2013,"Inflation, consumer prices (annual %)",1.46483265562717,2026-02-26T15:59:28.819088
United States,2012,"Inflation, consumer prices (annual %)",2.06933726526067,2026-02-26T15:59:28.819089
United States,2011,"Inflation, consumer prices (annual %)",3.156841568622,2026-02-26T15:59:28.819091
United States,2010,"Inflation, consumer prices (annual %)",1.6400434423899,2026-02-26T15:59:28.819093
United States,2009,"Inflation, consumer prices (annual %)",-0.355546266299747,2026-02-26T15:59:28.819094
United States,2008,"Inflation, consumer prices (annual %)",3.839100296651,2026-02-26T15:59:28.819096
United States,2007,"Inflation, consumer prices (annual %)",2.85267248150138,2026-02-26T15:59:28.819098
United States,2006,"Inflation, consumer prices (annual %)",3.22594410070404,2026-02-26T15:59:28.819099
United States,2005,"Inflation, consumer prices (annual %)",3.3927468454955,2026-02-26T15:59:28.819101
United States,2004,"Inflation, consumer prices (annual %)",2.67723669309172,2026-02-26T15:59:28.819103
United States,2003,"Inflation, consumer prices (annual %)",2.27009497336115,2026-02-26T15:59:28.819104
United States,2002,"Inflation, consumer prices (annual %)",1.58603162650601,2026-02-26T15:59:28.819106
United States,2001,"Inflation, consumer prices (annual %)",2.82617111885407,2026-02-26T15:59:28.819108
United States,2000,"Inflation, consumer prices (annual %)",3.37685727149929,2026-02-26T15:59:28.819110
United States,1999,"Inflation, consumer prices (annual %)",2.18802719697358,2026-02-26T15:59:28.819111
United States,1998,"Inflation, consumer prices (annual %)",1.55227909874364,2026-02-26T15:59:28.819113
United States,1997,"Inflation, consumer prices (annual %)",2.33768993730735,2026-02-26T15:59:28.819115
United States,1996,"Inflation, consumer prices (annual %)",2.93120419993441,2026-02-26T15:59:28.819116
United States,1995,"Inflation, consumer prices (annual %)",2.80541968853662,2026-02-26T15:59:28.819118
United States,1994,"Inflation, consumer prices (annual %)",2.60744159215453,2026-02-26T15:59:28.819120
United States,1993,"Inflation, consumer prices (annual %)",2.95165696638559,2026-02-26T15:59:28.819121
United States,1992,"Inflation, consumer prices (annual %)",3.02881967814969,2026-02-26T15:59:28.819123
United States,1991,"Inflation, consumer prices (annual %)",4.23496396453849,2026-02-26T15:59:28.819125
United States,1990,"Inflation, consumer prices (annual %)",5.39795643990325,2026-02-26T15:59:28.819126
United States,1989,"Inflation, consumer prices (annual %)",4.82700303008944,2026-02-26T15:59:28.819128
United States,1988,"Inflation, consumer prices (annual %)",4.07774110744413,2026-02-26T15:59:28.819130
United States,1987,"Inflation, consumer prices (annual %)",3.6645632175169,2026-02-26T15:59:28.819131
United States,1986,"Inflation, consumer prices (annual %)",1.89804772234276,2026-02-26T15:59:28.819133
United States,1985,"Inflation, consumer prices (annual %)",3.54564415209365,2026-02-26T15:59:28.819137
United States,1984,"Inflation, consumer prices (annual %)",4.30053547523429,2026-02-26T15:59:28.819139
United States,1983,"Inflation, consumer prices (annual %)",3.21243523316065,2026-02-26T15:59:28.819140
United States,1982,"Inflation, consumer prices (annual %)",6.13142700027493,2026-02-26T15:59:28.819143
United States,1981,"Inflation, consumer prices (annual %)",10.3347153402771,2026-02-26T15:59:28.819145
United States,1980,"Inflation, consumer prices (annual %)",13.5492019749684,2026-02-26T15:59:28.819149
United States,1979,"Inflation, consumer prices (annual %)",11.2544711292795,2026-02-26T15:59:28.819151
United States,1978,"Inflation, consumer prices (annual %)",7.63096383885606,2026-02-26T15:59:28.819153
United States,1977,"Inflation, consumer prices (annual %)",6.5016839947284,2026-02-26T15:59:28.819155
United States,1976,"Inflation, consumer prices (annual %)",5.74481263549085,2026-02-26T15:59:28.819156
United States,1975,"Inflation, consumer prices (annual %)",9.14314686496535,2026-02-26T15:59:29.151790
United States,1974,"Inflation, consumer prices (annual %)",11.0548048048048,2026-02-26T15:59:29.151804
United States,1973,"Inflation, consumer prices (annual %)",6.17776006377038,2026-02-26T15:59:29.151806
United States,1972,"Inflation, consumer prices (annual %)",3.27227824655283,2026-02-26T15:59:29.151809
United States,1971,"Inflation, consumer prices (annual %)",4.29276668813051,2026-02-26T15:59:29.151811
United States,1970,"Inflation, consumer prices (annual %)",5.83825533848251,2026-02-26T15:59:29.151813
United States,1969,"Inflation, consumer prices (annual %)",5.46238620028745,2026-02-26T15:59:29.151815
United States,1968,"Inflation, consumer prices (annual %)",4.27179615288537,2026-02-26T15:59:29.151817
United States,1967,"Inflation, consumer prices (annual %)",2.77278562259309,2026-02-26T15:59:29.151819
United States,1966,"Inflation, consumer prices (annual %)",3.0150753768844,2026-02-26T15:59:29.151821
United States,1965,"Inflation, consumer prices (annual %)",1.58516926383662,2026-02-26T15:59:29.151822
United States,1964,"Inflation, consumer prices (annual %)",1.27891156462591,2026-02-26T15:59:29.151824
United States,1963,"Inflation, consumer prices (annual %)",1.23966942148753,2026-02-26T15:59:29.151826
United States,1962,"Inflation, consumer prices (annual %)",1.19877334820186,2026-02-26T15:59:29.151828
United States,1961,"Inflation, consumer prices (annual %)",1.07072414764724,2026-02-26T15:59:29.151830
United States,1960,"Inflation, consumer prices (annual %)",1.45797598627791,2026-02-26T15:59:29.151832
