pais,año,indicador,valor,fecha_extraccion
Ecuador,1984,GDP (current US$),16912509091.855,2026-02-26T15:59:22.349060
Ecuador,1983,GDP (current US$),17152477036.5005,2026-02-26T15:59:22.349061
Ecuador,1982,GDP (current US$),19929846396.4239,2026-02-26T15:59:22.349063
Ecuador,1981,GDP (current US$),21810759353.7304,2026-02-26T15:59:22.349064
Ecuador,1980,GDP (current US$),17881508242.4481,2026-02-26T15:59:22.349065
Ecuador,1979,GDP (current US$),14175160902.0721,2026-02-26T15:59:22.349066
Ecuador,1978,GDP (current US$),11922497876.4828,2026-02-26T15:59:22.349067
Ecuador,1977,GDP (current US$),11026342618.1141,2026-02-26T15:59:22.349068
Ecuador,1976,GDP (current US$),9091921030.17345,2026-02-26T15:59:22.349069
Ecuador,1975,GDP (current US$),7731674472.07212,2026-02-26T15:59:22.608264
Ecuador,1974,GDP (current US$),6599257044.12414,2026-02-26T15:59:22.608284
Ecuador,1973,GDP (current US$),3891754150.23796,2026-02-26T15:59:22.608287
Ecuador,1972,GDP (current US$),3185986087.33583,2026-02-26T15:59:22.608289
Ecuador,1971,GDP (current US$),2754219271.03082,2026-02-26T15:59:22.608292
Ecuador,1970,GDP (current US$),2862503139.00358,2026-02-26T15:59:22.608295
Ecuador,1969,GDP (current US$),3112165727.38342,2026-02-26T15:59:22.608297
Ecuador,1968,GDP (current US$),2582179864.15493,2026-02-26T15:59:22.608300
Ecuador,1967,GDP (current US$),2553595172.08743,2026-02-26T15:59:22.608303
Ecuador,1966,GDP (current US$),2429308638.838,2026-02-26T15:59:22.608305
Ecuador,1965,GDP (current US$),2387047395.70254,2026-02-26T15:59:22.608308
Ecuador,1964,GDP (current US$),2244146102.98333,2026-02-26T15:59:22.608311
Ecuador,1963,GDP (current US$),1824343870.71407,2026-02-26T15:59:22.608313
Ecuador,1962,GDP (current US$),1518207703.48997,2026-02-26T15:59:22.608316
Ecuador,1961,GDP (current US$),1753850955.05808,2026-02-26T15:59:22.608318
Ecuador,1960,GDP (current US$),2069464937.19791,2026-02-26T15:59:22.608321
Ecuador,2024,"Inflation, consumer prices (annual %)",1.54732515615369,2026-02-26T15:59:22.863925
Ecuador,2023,"Inflation, consumer prices (annual %)",2.21568764237058,2026-02-26T15:59:22.863938
Ecuador,2022,"Inflation, consumer prices (annual %)",3.46616972213077,2026-02-26T15:59:22.863940
Ecuador,2021,"Inflation, consumer prices (annual %)",0.133251386096389,2026-02-26T15:59:22.863942
Ecuador,2020,"Inflation, consumer prices (annual %)",-0.338872392562139,2026-02-26T15:59:22.863944
Ecuador,2019,"Inflation, consumer prices (annual %)",0.266012515466155,2026-02-26T15:59:22.863945
Ecuador,2018,"Inflation, consumer prices (annual %)",-0.224103246005552,2026-02-26T15:59:22.863947
Ecuador,2017,"Inflation, consumer prices (annual %)",0.417335588666825,2026-02-26T15:59:22.863949
Ecuador,2016,"Inflation, consumer prices (annual %)",1.72826463324533,2026-02-26T15:59:22.863950
Ecuador,2015,"Inflation, consumer prices (annual %)",3.96664623255358,2026-02-26T15:59:22.863953
Ecuador,2014,"Inflation, consumer prices (annual %)",3.58922016616663,2026-02-26T15:59:22.863954
Ecuador,2013,"Inflation, consumer prices (annual %)",2.72177577710371,2026-02-26T15:59:22.863956
Ecuador,2012,"Inflation, consumer prices (annual %)",5.10172180958666,2026-02-26T15:59:22.863957
Ecuador,2011,"Inflation, consumer prices (annual %)",4.4745326579584,2026-02-26T15:59:22.863959
Ecuador,2010,"Inflation, consumer prices (annual %)",3.55437734567843,2026-02-26T15:59:22.863960
Ecuador,2009,"Inflation, consumer prices (annual %)",5.15996829181047,2026-02-26T15:59:22.863962
Ecuador,2008,"Inflation, consumer prices (annual %)",8.40009593987462,2026-02-26T15:59:22.863972
Ecuador,2007,"Inflation, consumer prices (annual %)",2.27618478002121,2026-02-26T15:59:22.863974
Ecuador,2006,"Inflation, consumer prices (annual %)",3.29874846258215,2026-02-26T15:59:22.863976
Ecuador,2005,"Inflation, consumer prices (annual %)",2.1682770118372,2026-02-26T15:59:22.863977
Ecuador,2004,"Inflation, consumer prices (annual %)",2.74323198926704,2026-02-26T15:59:22.863978
Ecuador,2003,"Inflation, consumer prices (annual %)",7.92936487461556,2026-02-26T15:59:22.863980
Ecuador,2002,"Inflation, consumer prices (annual %)",12.4835980082095,2026-02-26T15:59:22.863981
Ecuador,2001,"Inflation, consumer prices (annual %)",37.6767454518094,2026-02-26T15:59:22.863983
Ecuador,2000,"Inflation, consumer prices (annual %)",96.0963756926096,2026-02-26T15:59:22.863984
Ecuador,1999,"Inflation, consumer prices (annual %)",52.2420051858225,2026-02-26T15:59:22.863986
Ecuador,1998,"Inflation, consumer prices (annual %)",36.0984331623886,2026-02-26T15:59:22.863987
Ecuador,1997,"Inflation, consumer prices (annual %)",30.6575675722173,2026-02-26T15:59:22.863989
Ecuador,1996,"Inflation, consumer prices (annual %)",24.4114592150674,2026-02-26T15:59:22.863990
Ecuador,1995,"Inflation, consumer prices (annual %)",22.9341344145802,2026-02-26T15:59:22.863992
Ecuador,1994,"Inflation, consumer prices (annual %)",27.3108817940495,2026-02-26T15:59:22.863993
Ecuador,1993,"Inflation, consumer prices (annual %)",44.9550537592163,2026-02-26T15:59:22.863994
Ecuador,1992,"Inflation, consumer prices (annual %)",54.6078215093597,2026-02-26T15:59:22.863996
Ecuador,1991,"Inflation, consumer prices (annual %)",48.718080675219,2026-02-26T15:59:22.863997
Ecuador,1990,"Inflation, consumer prices (annual %)",48.5191129963729,2026-02-26T15:59:22.863999
Ecuador,1989,"Inflation, consumer prices (annual %)",75.6481901026386,2026-02-26T15:59:22.864000
Ecuador,1988,"Inflation, consumer prices (annual %)",58.2162865413938,2026-02-26T15:59:22.864002
Ecuador,1987,"Inflation, consumer prices (annual %)",29.5039972488395,2026-02-26T15:59:22.864003
Ecuador,1986,"Inflation, consumer prices (annual %)",23.0302261142618,2026-02-26T15:59:22.864005
Ecuador,1985,"Inflation, consumer prices (annual %)",27.9936107429224,2026-02-26T15:59:22.864006
Ecuador,1984,"Inflation, consumer prices (annual %)",31.2195815120372,2026-02-26T15:59:22.864008
Ecuador,1983,"Inflation, consumer prices (annual %)",48.4182220804492,2026-02-26T15:59:22.864009
Ecuador,1982,"Inflation, consumer prices (annual %)",16.2844880461285,2026-02-26T15:59:22.864011
Ecuador,1981,"Inflation, consumer prices (annual %)",14.0479686718868,2026-02-26T15:59:22.864012
Ecuador,1980,"Inflation, consumer prices (annual %)",11.9092893836134,2026-02-26T15:59:22.864014
Ecuador,1979,"Inflation, consumer prices (annual %)",10.1171908690016,2026-02-26T15:59:22.864015
Ecuador,1978,"Inflation, consumer prices (annual %)",13.098138583854,2026-02-26T15:59:22.864016
Ecuador,1977,"Inflation, consumer prices (annual %)",12.9444138723701,2026-02-26T15:59:22.864018
Ecuador,1976,"Inflation, consumer prices (annual %)",10.1746301165654,2026-02-26T15:59:22.864019
Ecuador,1975,"Inflation, consumer prices (annual %)",14.2896742946894,2026-02-26T15:59:23.145276
Ecuador,1974,"Inflation, consumer prices (annual %)",22.7040816226158,2026-02-26T15:59:23.145294
Ecuador,1973,"Inflation, consumer prices (annual %)",12.1281464590342,2026-02-26T15:59:23.145297
Ecuador,1972,"Inflation, consumer prices (annual %)",7.52511790034726,2026-02-26T15:59:23.145300
Ecuador,1971,"Inflation, consumer prices (annual %)",9.52167078004847,2026-02-26T15:59:23.145302
Ecuador,1970,"Inflation, consumer prices (annual %)",5.17127612015708,2026-02-26T15:59:23.145305
Ecuador,1969,"Inflation, consumer prices (annual %)",6.32668144851309,2026-02-26T15:59:23.145307
Ecuador,1968,"Inflation, consumer prices (annual %)",4.31765612971037,2026-02-26T15:59:23.145310
Ecuador,1967,"Inflation, consumer prices (annual %)",3.81813815731002,2026-02-26T15:59:23.145312
Ecuador,1966,"Inflation, consumer prices (annual %)",5.45372692773346,2026-02-26T15:59:23.145315
Ecuador,1965,"Inflation, consumer prices (annual %)",3.06907066175736,2026-02-26T15:59:23.145317
Ecuador,1964,"Inflation, consumer prices (annual %)",4.03420453764312,2026-02-26T15:59:23.145319
Ecuador,1963,"Inflation, consumer prices (annual %)",5.93950905922402,2026-02-26T15:59:23.145321
Ecuador,1962,"Inflation, consumer prices (annual %)",2.87088531460987,2026-02-26T15:59:23.145324
Ecuador,1961,"Inflation, consumer prices (annual %)",3.98562050634913,2026-02-26T15:59:23.145326
Ecuador,1960,"Inflation, consumer prices (annual %)",1.67659912611285,2026-02-26T15:59:23.145329
Uruguay,2024,GDP (current US$),80961511073.5797,2026-02-26T15:59:23.426180
Uruguay,2023,GDP (current US$),77991666837.7382,2026-02-26T15:59:23.426192
Uruguay,2022,GDP (current US$),70594110920.0358,2026-02-26T15:59:23.426194
Uruguay,2021,GDP (current US$),60739084240.8633,2026-02-26T15:59:23.426196
Uruguay,2020,GDP (current US$),53559359261.826,2026-02-26T15:59:23.426197
Uruguay,2019,GDP (current US$),62222313618.8454,2026-02-26T15:59:23.426199
Uruguay,2018,GDP (current US$),65344577415.7535,2026-02-26T15:59:23.426200
Uruguay,2017,GDP (current US$),65005997963.4822,2026-02-26T15:59:23.426202
Uruguay,2016,GDP (current US$),57480787465.2716,2026-02-26T15:59:23.426203
Uruguay,2015,GDP (current US$),57680327998.6689,2026-02-26T15:59:23.426205
Uruguay,2014,GDP (current US$),61496186973.902,2026-02-26T15:59:23.426206
Uruguay,2013,GDP (current US$),61337621933.7857,2026-02-26T15:59:23.426208
Uruguay,2012,GDP (current US$),54232266358.7811,2026-02-26T15:59:23.426209
Uruguay,2011,GDP (current US$),50342406067.0777,2026-02-26T15:59:23.426211
Uruguay,2010,GDP (current US$),41950361211.9581,2026-02-26T15:59:23.426213
Uruguay,2009,GDP (current US$),32708319077.5179,2026-02-26T15:59:23.426214
Uruguay,2008,GDP (current US$),31119602538.8322,2026-02-26T15:59:23.426216
Uruguay,2007,GDP (current US$),23797773024.3992,2026-02-26T15:59:23.426218
Uruguay,2006,GDP (current US$),19741420739.8901,2026-02-26T15:59:23.426219
Uruguay,2005,GDP (current US$),17362857683.8545,2026-02-26T15:59:23.426221
Uruguay,2004,GDP (current US$),13686329890.1191,2026-02-26T15:59:23.426222
Uruguay,2003,GDP (current US$),12045638351.8507,2026-02-26T15:59:23.426224
Uruguay,2002,GDP (current US$),13606515722.5864,2026-02-26T15:59:23.426225
Uruguay,2001,GDP (current US$),20898761742.2386,2026-02-26T15:59:23.426227
Uruguay,2000,GDP (current US$),22823270892.1094,2026-02-26T15:59:23.426228
Uruguay,1999,GDP (current US$),23983945190.6202,2026-02-26T15:59:23.426229
Uruguay,1998,GDP (current US$),25385886977.5228,2026-02-26T15:59:23.426231
Uruguay,1997,GDP (current US$),23969739233.8966,2026-02-26T15:59:23.426232
Uruguay,1996,GDP (current US$),20515458113.5857,2026-02-26T15:59:23.426234
Uruguay,1995,GDP (current US$),19297663096.5506,2026-02-26T15:59:23.426235
Uruguay,1994,GDP (current US$),17474588895.8918,2026-02-26T15:59:23.426237
Uruguay,1993,GDP (current US$),15002136971.1745,2026-02-26T15:59:23.426238
Uruguay,1992,GDP (current US$),12878148790.7348,2026-02-26T15:59:23.426241
Uruguay,1991,GDP (current US$),11206176650.9075,2026-02-26T15:59:23.426242
Uruguay,1990,GDP (current US$),9298807850.29979,2026-02-26T15:59:23.426244
Uruguay,1989,GDP (current US$),8438951476.06644,2026-02-26T15:59:23.426245
Uruguay,1988,GDP (current US$),8213538368.84635,2026-02-26T15:59:23.426247
Uruguay,1987,GDP (current US$),7367494080.40014,2026-02-26T15:59:23.426253
Uruguay,1986,GDP (current US$),5880112788.40947,2026-02-26T15:59:23.426255
Uruguay,1985,GDP (current US$),4732017873.38369,2026-02-26T15:59:23.426257
Uruguay,1984,GDP (current US$),4850238549.61832,2026-02-26T15:59:23.426258
Uruguay,1983,GDP (current US$),5102276308.45313,2026-02-26T15:59:23.426262
Uruguay,1982,GDP (current US$),9178780076.99713,2026-02-26T15:59:23.426263
Uruguay,1981,GDP (current US$),11048301420.6301,2026-02-26T15:59:23.426265
Uruguay,1980,GDP (current US$),10163020115.7344,2026-02-26T15:59:23.426266
Uruguay,1979,GDP (current US$),7181182224.11227,2026-02-26T15:59:23.426267
Uruguay,1978,GDP (current US$),4910254565.57831,2026-02-26T15:59:23.426269
Uruguay,1977,GDP (current US$),4114670014.3472,2026-02-26T15:59:23.426270
Uruguay,1976,GDP (current US$),3667161241.48372,2026-02-26T15:59:23.426272
Uruguay,1975,GDP (current US$),3538278046.96236,2026-02-26T15:59:23.846178
Uruguay,1974,GDP (current US$),4090209681.97172,2026-02-26T15:59:23.846195
Uruguay,1973,GDP (current US$),3964296443.35254,2026-02-26T15:59:23.846198
Uruguay,1972,GDP (current US$),2189418688.80408,2026-02-26T15:59:23.846200
Uruguay,1971,GDP (current US$),2807258064.51613,2026-02-26T15:59:23.846203
Uruguay,1970,GDP (current US$),2137096774.19355,2026-02-26T15:59:23.846205
Uruguay,1969,GDP (current US$),2004435483.87097,2026-02-26T15:59:23.846207
Uruguay,1968,GDP (current US$),1593674184.56285,2026-02-26T15:59:23.846209
Uruguay,1967,GDP (current US$),1597713469.09611,2026-02-26T15:59:23.846211
Uruguay,1966,GDP (current US$),1809185093.55188,2026-02-26T15:59:23.846214
Uruguay,1965,GDP (current US$),1890767155.52622,2026-02-26T15:59:23.846216
Uruguay,1964,GDP (current US$),1975701816.46615,2026-02-26T15:59:23.846218
Uruguay,1963,GDP (current US$),1539681490.78174,2026-02-26T15:59:23.846220
Uruguay,1962,GDP (current US$),1710004407.22785,2026-02-26T15:59:23.846222
Uruguay,1961,GDP (current US$),1547388781.43133,2026-02-26T15:59:23.846224
Uruguay,1960,GDP (current US$),1242289239.20493,2026-02-26T15:59:23.846227
Uruguay,2024,"Inflation, consumer prices (annual %)",4.84914366613156,2026-02-26T15:59:24.174794
Uruguay,2023,"Inflation, consumer prices (annual %)",5.86910359896119,2026-02-26T15:59:24.174891
Uruguay,2022,"Inflation, consumer prices (annual %)",9.10437983075437,2026-02-26T15:59:24.174896
Uruguay,2021,"Inflation, consumer prices (annual %)",7.74791402314762,2026-02-26T15:59:24.174899
Uruguay,2020,"Inflation, consumer prices (annual %)",9.75640636078194,2026-02-26T15:59:24.174902
Uruguay,2019,"Inflation, consumer prices (annual %)",7.88198870879619,2026-02-26T15:59:24.174905
Uruguay,2018,"Inflation, consumer prices (annual %)",7.60653360377047,2026-02-26T15:59:24.174908
Uruguay,2017,"Inflation, consumer prices (annual %)",6.2180938256186,2026-02-26T15:59:24.174911
Uruguay,2016,"Inflation, consumer prices (annual %)",9.6394134763508,2026-02-26T15:59:24.174913
Uruguay,2015,"Inflation, consumer prices (annual %)",8.66626987079328,2026-02-26T15:59:24.174916
Uruguay,2014,"Inflation, consumer prices (annual %)",8.87735333229828,2026-02-26T15:59:24.174919
Uruguay,2013,"Inflation, consumer prices (annual %)",8.57513504005397,2026-02-26T15:59:24.174922
Uruguay,2012,"Inflation, consumer prices (annual %)",8.09776580573602,2026-02-26T15:59:24.174924
Uruguay,2011,"Inflation, consumer prices (annual %)",8.0928320630299,2026-02-26T15:59:24.174927
Uruguay,2010,"Inflation, consumer prices (annual %)",6.69870886978132,2026-02-26T15:59:24.174930
Uruguay,2009,"Inflation, consumer prices (annual %)",7.06221874388574,2026-02-26T15:59:24.174933
Uruguay,2008,"Inflation, consumer prices (annual %)",7.87707374730888,2026-02-26T15:59:24.174935
Uruguay,2007,"Inflation, consumer prices (annual %)",8.11464561179313,2026-02-26T15:59:24.174938
Uruguay,2006,"Inflation, consumer prices (annual %)",6.39764974385131,2026-02-26T15:59:24.174941
Uruguay,2005,"Inflation, consumer prices (annual %)",4.6992773903564,2026-02-26T15:59:24.174943
Uruguay,2004,"Inflation, consumer prices (annual %)",9.15760507540997,2026-02-26T15:59:24.174946
Uruguay,2003,"Inflation, consumer prices (annual %)",19.3797301743995,2026-02-26T15:59:24.174949
Uruguay,2002,"Inflation, consumer prices (annual %)",13.9724725913515,2026-02-26T15:59:24.174951
Uruguay,2001,"Inflation, consumer prices (annual %)",4.3593406521727,2026-02-26T15:59:24.174954
Uruguay,2000,"Inflation, consumer prices (annual %)",4.76382472733251,2026-02-26T15:59:24.174957
Uruguay,1999,"Inflation, consumer prices (annual %)",5.65868803927908,2026-02-26T15:59:24.174968
Uruguay,1998,"Inflation, consumer prices (annual %)",10.8110703055616,2026-02-26T15:59:24.174972
Uruguay,1997,"Inflation, consumer prices (annual %)",19.8188093183779,2026-02-26T15:59:24.174975
Uruguay,1996,"Inflation, consumer prices (annual %)",28.3420486004309,2026-02-26T15:59:24.174978
Uruguay,1995,"Inflation, consumer prices (annual %)",42.2483197983755,2026-02-26T15:59:24.174980
Uruguay,1994,"Inflation, consumer prices (annual %)",44.7360421521933,2026-02-26T15:59:24.174983
Uruguay,1993,"Inflation, consumer prices (annual %)",54.1007924425194,2026-02-26T15:59:24.174986
Uruguay,1992,"Inflation, consumer prices (annual %)",68.4591938395374,2026-02-26T15:59:24.174989
Uruguay,1991,"Inflation, consumer prices (annual %)",101.971683202507,2026-02-26T15:59:24.174991
Uruguay,1990,"Inflation, consumer prices (annual %)",112.525905573023,2026-02-26T15:59:24.174994
Uruguay,1989,"Inflation, consumer prices (annual %)",80.4474367280735,2026-02-26T15:59:24.174997
Uruguay,1988,"Inflation, consumer prices (annual %)",62.1919564596004,2026-02-26T15:59:24.175000
Uruguay,1987,"Inflation, consumer prices (annual %)",63.5666624326724,2026-02-26T15:59:24.175002
Uruguay,1986,"Inflation, consumer prices (annual %)",76.3806364119544,2026-02-26T15:59:24.175005
Uruguay,1985,"Inflation, consumer prices (annual %)",72.2225644287756,2026-02-26T15:59:24.175008
Uruguay,1984,"Inflation, consumer prices (annual %)",55.3044235418763,2026-02-26T15:59:24.175011
Uruguay,1983,"Inflation, consumer prices (annual %)",49.1973796505637,2026-02-26T15:59:24.175013
Uruguay,1982,"Inflation, consumer prices (annual %)",18.9925012952182,2026-02-26T15:59:24.175016
Uruguay,1981,"Inflation, consumer prices (annual %)",34.0453358609474,2026-02-26T15:59:24.175019
Uruguay,1980,"Inflation, consumer prices (annual %)",63.4758304314673,2026-02-26T15:59:24.175021
Uruguay,1979,"Inflation, consumer prices (annual %)",66.8442861850437,2026-02-26T15:59:24.175024
Uruguay,1978,"Inflation, consumer prices (annual %)",44.5483436672392,2026-02-26T15:59:24.175027
Uruguay,1977,"Inflation, consumer prices (annual %)",58.1961750215737,2026-02-26T15:59:24.175030
Uruguay,1976,"Inflation, consumer prices (annual %)",50.623049560462,2026-02-26T15:59:24.175032
Uruguay,1975,"Inflation, consumer prices (annual %)",81.4053840067419,2026-02-26T15:59:25.782276
Uruguay,1974,"Inflation, consumer prices (annual %)",77.213413779201,2026-02-26T15:59:25.782290
Uruguay,1973,"Inflation, consumer prices (annual %)",96.9972653187058,2026-02-26T15:59:25.782293
Uruguay,1972,"Inflation, consumer prices (annual %)",76.4849237828812,2026-02-26T15:59:25.782295
Uruguay,1971,"Inflation, consumer prices (annual %)",23.9530889061731,2026-02-26T15:59:25.782297
Uruguay,1970,"Inflation, consumer prices (annual %)",16.3061449435998,2026-02-26T15:59:25.782299
Uruguay,1969,"Inflation, consumer prices (annual %)",20.9666666659998,2026-02-26T15:59:25.782301
Uruguay,1968,"Inflation, consumer prices (annual %)",125.336991126492,2026-02-26T15:59:25.782302
Uruguay,1967,"Inflation, consumer prices (annual %)",89.2752972850379,2026-02-26T15:59:25.782304
Uruguay,1966,"Inflation, consumer prices (annual %)",73.4626932061085,2026-02-26T15:59:25.782306
Uruguay,1965,"Inflation, consumer prices (annual %)",56.5565565566607,2026-02-26T15:59:25.782308
Uruguay,1964,"Inflation, consumer prices (annual %)",42.3694157015186,2026-02-26T15:59:25.782310
Uruguay,1963,"Inflation, consumer prices (annual %)",21.2546957175585,2026-02-26T15:59:25.782312
Uruguay,1962,"Inflation, consumer prices (annual %)",10.9074243811899,2026-02-26T15:59:25.782314
Uruguay,1961,"Inflation, consumer prices (annual %)",22.747263986796,2026-02-26T15:59:25.782316
Uruguay,1960,"Inflation, consumer prices (annual %)",38.5040374002647,2026-02-26T15:59:25.782318
Paraguay,2024,GDP (current US$),44458118397.4445,2026-02-26T15:59:26.192882
Paraguay,2023,GDP (current US$),43118053174.5461,2026-02-26T15:59:26.192901
Paraguay,2022,GDP (current US$),41952910858.0846,2026-02-26T15:59:26.192904
Paraguay,2021,GDP (current US$),39950899938.7474,2026-02-26T15:59:26.192909
Paraguay,2020,GDP (current US$),35432178068.1756,2026-02-26T15:59:26.192911
Paraguay,2019,GDP (current US$),37925338329.156,2026-02-26T15:59:26.192914
Paraguay,2018,GDP (current US$),40225448340.6341,2026-02-26T15:59:26.192917
Paraguay,2017,GDP (current US$),38997129473.5613,2026-02-26T15:59:26.192920
Paraguay,2016,GDP (current US$),36089700222.9546,2026-02-26T15:59:26.192922
Paraguay,2015,GDP (current US$),36211447840.1027,2026-02-26T15:59:26.192925
Paraguay,2014,GDP (current US$),40377929295.6522,2026-02-26T15:59:26.192927
Paraguay,2013,GDP (current US$),38501122141.4135,2026-02-26T15:59:26.192930
Paraguay,2012,GDP (current US$),33271921136.3071,2026-02-26T15:59:26.192933
Paraguay,2011,GDP (current US$),33756238766.4931,2026-02-26T15:59:26.192935
Paraguay,2010,GDP (current US$),27260886405.2341,2026-02-26T15:59:26.192938
Paraguay,2009,GDP (current US$),22355151162.0031,2026-02-26T15:59:26.192940
Paraguay,2008,GDP (current US$),24615267663.5385,2026-02-26T15:59:26.192943
Paraguay,2007,GDP (current US$),17856393235.4338,2026-02-26T15:59:26.192945
Paraguay,2006,GDP (current US$),13429430050.261,2026-02-26T15:59:26.192948
Paraguay,2005,GDP (current US$),10737500188.1123,2026-02-26T15:59:26.192950
Paraguay,2004,GDP (current US$),9624440836.29309,2026-02-26T15:59:26.192953
Paraguay,2003,GDP (current US$),7691367471.17992,2026-02-26T15:59:26.192955
Paraguay,2002,GDP (current US$),7196260656.84556,2026-02-26T15:59:26.192958
Paraguay,2001,GDP (current US$),8495806432.18467,2026-02-26T15:59:26.192963
Paraguay,2000,GDP (current US$),8855705139.55857,2026-02-26T15:59:26.192966
Paraguay,1999,GDP (current US$),8837070235.51892,2026-02-26T15:59:26.192968
Paraguay,1998,GDP (current US$),9260481572.42462,2026-02-26T15:59:26.192971
Paraguay,1997,GDP (current US$),9965225678.05093,2026-02-26T15:59:26.192973
Paraguay,1996,GDP (current US$),9788391780.52421,2026-02-26T15:59:26.192976
Paraguay,1995,GDP (current US$),9062131475.02318,2026-02-26T15:59:26.192979
Paraguay,1994,GDP (current US$),7870982004.8195,2026-02-26T15:59:26.192981
Paraguay,1993,GDP (current US$),7249533620.30614,2026-02-26T15:59:26.192984
Paraguay,1992,GDP (current US$),7157424031.06045,2026-02-26T15:59:26.192986
Paraguay,1991,GDP (current US$),6984367762.90371,2026-02-26T15:59:26.192989
Paraguay,1990,GDP (current US$),5812114523.01187,2026-02-26T15:59:26.192991
Paraguay,1989,GDP (current US$),4757732199.96213,2026-02-26T15:59:26.192994
Paraguay,1988,GDP (current US$),4255683528.33333,2026-02-26T15:59:26.192997
Paraguay,1987,GDP (current US$),3971044723.8024,2026-02-26T15:59:26.192999
Paraguay,1986,GDP (current US$),3723993942.79088,2026-02-26T15:59:26.193002
Paraguay,1985,GDP (current US$),3282449235.76129,2026-02-26T15:59:26.193005
Paraguay,1984,GDP (current US$),4502462807.13993,2026-02-26T15:59:26.193008
Paraguay,1983,GDP (current US$),5673248726.16438,2026-02-26T15:59:26.193010
Paraguay,1982,GDP (current US$),5419411764.70588,2026-02-26T15:59:26.193013
Paraguay,1981,GDP (current US$),5624515873.01587,2026-02-26T15:59:26.193015
Paraguay,1980,GDP (current US$),4448087301.5873,2026-02-26T15:59:26.193018
Paraguay,1979,GDP (current US$),3416777777.77778,2026-02-26T15:59:26.193020
Paraguay,1978,GDP (current US$),2559857142.85714,2026-02-26T15:59:26.193036
Paraguay,1977,GDP (current US$),2092158730.15873,2026-02-26T15:59:26.193042
Paraguay,1976,GDP (current US$),1698960317.46032,2026-02-26T15:59:26.193045
Paraguay,1975,GDP (current US$),1511420634.92063,2026-02-26T15:59:26.652738
Paraguay,1974,GDP (current US$),1333475396.8254,2026-02-26T15:59:26.652749
Paraguay,1973,GDP (current US$),995531746.031746,2026-02-26T15:59:26.652750
Paraguay,1972,GDP (current US$),769039682.539683,2026-02-26T15:59:26.652752
Paraguay,1971,GDP (current US$),664571428.571429,2026-02-26T15:59:26.652753
Paraguay,1970,GDP (current US$),594611111.111111,2026-02-26T15:59:26.652755
Paraguay,1969,GDP (current US$),556293650.793651,2026-02-26T15:59:26.652756
Paraguay,1968,GDP (current US$),517650793.650794,2026-02-26T15:59:26.652757
Paraguay,1967,GDP (current US$),492674603.174603,2026-02-26T15:59:26.652759
Paraguay,1966,GDP (current US$),465888888.888889,2026-02-26T15:59:26.652760
Paraguay,1965,GDP (current US$),443587301.587302,2026-02-26T15:59:26.652761
Paraguay,1964,GDP (current US$),408349206.349206,2026-02-26T15:59:26.652763
Paraguay,1963,GDP (current US$),383904761.904762,2026-02-26T15:59:26.652764
Paraguay,1962,GDP (current US$),360698412.698413,2026-02-26T15:59:26.652765
Paraguay,1961,GDP (current US$),322053713.15873,2026-02-26T15:59:26.652767
Paraguay,1960,GDP (current US$),288884368.016934,2026-02-26T15:59:26.652768
Paraguay,2024,"Inflation, consumer prices (annual %)",3.83540271728533,2026-02-26T15:59:27.016297
Paraguay,2023,"Inflation, consumer prices (annual %)",4.63202285403356,2026-02-26T15:59:27.016313
Paraguay,2022,"Inflation, consumer prices (annual %)",9.76556667164402,2026-02-26T15:59:27.016315
Paraguay,2021,"Inflation, consumer prices (annual %)",4.787983101236,2026-02-26T15:59:27.016318
Paraguay,2020,"Inflation, consumer prices (annual %)",1.76751592356698,2026-02-26T15:59:27.016320
Paraguay,2019,"Inflation, consumer prices (annual %)",2.75709727562775,2026-02-26T15:59:27.016322
Paraguay,2018,"Inflation, consumer prices (annual %)",3.97561015740694,2026-02-26T15:59:27.016324
Paraguay,2017,"Inflation, consumer prices (annual %)",3.60247741348943,2026-02-26T15:59:27.016327
Paraguay,2016,"Inflation, consumer prices (annual %)",4.08682280577241,2026-02-26T15:59:27.016329
Paraguay,2015,"Inflation, consumer prices (annual %)",3.12900274473925,2026-02-26T15:59:27.016331
Paraguay,2014,"Inflation, consumer prices (annual %)",5.02882767456766,2026-02-26T15:59:27.016333
Paraguay,2013,"Inflation, consumer prices (annual %)",2.68385738718582,2026-02-26T15:59:27.016335
Paraguay,2012,"Inflation, consumer prices (annual %)",3.67591897974496,2026-02-26T15:59:27.016337
Paraguay,2011,"Inflation, consumer prices (annual %)",8.2539682539683,2026-02-26T15:59:27.016340
Paraguay,2010,"Inflation, consumer prices (annual %)",4.65116279069765,2026-02-26T15:59:27.016342
Paraguay,2009,"Inflation, consumer prices (annual %)",2.59194673430567,2026-02-26T15:59:27.016344
Paraguay,2008,"Inflation, consumer prices (annual %)",10.1547846489023,2026-02-26T15:59:27.016346
Paraguay,2007,"Inflation, consumer prices (annual %)",8.13047417698577,2026-02-26T15:59:27.016348
Paraguay,2006,"Inflation, consumer prices (annual %)",9.58934941129229,2026-02-26T15:59:27.016350
Paraguay,2005,"Inflation, consumer prices (annual %)",6.80738203116377,2026-02-26T15:59:27.016353
Paraguay,2004,"Inflation, consumer prices (annual %)",4.32326492967491,2026-02-26T15:59:27.016355
Paraguay,2003,"Inflation, consumer prices (annual %)",14.2367970499143,2026-02-26T15:59:27.016357
Paraguay,2002,"Inflation, consumer prices (annual %)",10.5102420856612,2026-02-26T15:59:27.016359
