pais,pais_code,anio,indicador,indicador_code,valor,fecha_extraccion
Paraguay,PY,1989,GDP (current US$),NY.GDP.MKTP.CD,4757732199.96213,2026-03-05 11:29:31.339122
Paraguay,PY,1988,GDP (current US$),NY.GDP.MKTP.CD,4255683528.33333,2026-03-05 11:29:31.339125
Paraguay,PY,1987,GDP (current US$),NY.GDP.MKTP.CD,3971044723.8024,2026-03-05 11:29:31.339128
Paraguay,PY,1986,GDP (current US$),NY.GDP.MKTP.CD,3723993942.79088,2026-03-05 11:29:31.339131
Paraguay,PY,1985,GDP (current US$),NY.GDP.MKTP.CD,3282449235.76129,2026-03-05 11:29:31.339134
Paraguay,PY,1984,GDP (current US$),NY.GDP.MKTP.CD,4502462807.13993,2026-03-05 11:29:31.339137
Paraguay,PY,1983,GDP (current US$),NY.GDP.MKTP.CD,5673248726.16438,2026-03-05 11:29:31.339140
Paraguay,PY,1982,GDP (current US$),NY.GDP.MKTP.CD,5419411764.70588,2026-03-05 11:29:31.339143
Paraguay,PY,1981,GDP (current US$),NY.GDP.MKTP.CD,5624515873.01587,2026-03-05 11:29:31.339145
Paraguay,PY,1980,GDP (current US$),NY.GDP.MKTP.CD,4448087301.5873,2026-03-05 11:29:31.339148
Paraguay,PY,1979,GDP (current US$),NY.GDP.MKTP.CD,3416777777.77778,2026-03-05 11:29:31.339151
Paraguay,PY,1978,GDP (current US$),NY.GDP.MKTP.CD,2559857142.85714,2026-03-05 11:29:31.339154
Paraguay,PY,1977,GDP (current US$),NY.GDP.MKTP.CD,2092158730.15873,2026-03-05 11:29:31.339157
Paraguay,PY,1976,GDP (current US$),NY.GDP.MKTP.CD,1698960317.46032,2026-03-05 11:29:31.339160
Paraguay,PY,1975,GDP (current US$),NY.GDP.MKTP.CD,1511420634.92063,2026-03-05 11:29:31.608681
Paraguay,PY,1974,GDP (current US$),NY.GDP.MKTP.CD,1333475396.8254,2026-03-05 11:29:31.608689
Paraguay,PY,1973,GDP (current US$),NY.GDP.MKTP.CD,995531746.031746,2026-03-05 11:29:31.608693
Paraguay,PY,1972,GDP (current US$),NY.GDP.MKTP.CD,769039682.539683,2026-03-05 11:29:31.608696
Paraguay,PY,1971,GDP (current US$),NY.GDP.MKTP.CD,664571428.571429,2026-03-05 11:29:31.608698
Paraguay,PY,1970,GDP (current US$),NY.GDP.MKTP.CD,594611111.111111,2026-03-05 11:29:31.608701
Paraguay,PY,1969,GDP (current US$),NY.GDP.MKTP.CD,556293650.793651,2026-03-05 11:29:31.608704
Paraguay,PY,1968,GDP (current US$),NY.GDP.MKTP.CD,517650793.650794,2026-03-05 11:29:31.608707
Paraguay,PY,1967,GDP (current US$),NY.GDP.MKTP.CD,492674603.174603,2026-03-05 11:29:31.608710
Paraguay,PY,1966,GDP (current US$),NY.GDP.MKTP.CD,465888888.888889,2026-03-05 11:29:31.608712
Paraguay,PY,1965,GDP (current US$),NY.GDP.MKTP.CD,443587301.587302,2026-03-05 11:29:31.608715
Paraguay,PY,1964,GDP (current US$),NY.GDP.MKTP.CD,408349206.349206,2026-03-05 11:29:31.608718
Paraguay,PY,1963,GDP (current US$),NY.GDP.MKTP.CD,383904761.904762,2026-03-05 11:29:31.608720
Paraguay,PY,1962,GDP (current US$),NY.GDP.MKTP.CD,360698412.698413,2026-03-05 11:29:31.608723
Paraguay,PY,1961,GDP (current US$),NY.GDP.MKTP.CD,322053713.15873,2026-03-05 11:29:31.608727
Paraguay,PY,1960,GDP (current US$),NY.GDP.MKTP.CD,288884368.016934,2026-03-05 11:29:31.608730
Paraguay,PY,2024,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.83540271728533,2026-03-05 11:29:31.874541
Paraguay,PY,2023,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.63202285403356,2026-03-05 11:29:31.874549
Paraguay,PY,2022,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.76556667164402,2026-03-05 11:29:31.874552
Paraguay,PY,2021,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.787983101236,2026-03-05 11:29:31.874555
Paraguay,PY,2020,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.76751592356698,2026-03-05 11:29:31.874558
Paraguay,PY,2019,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.75709727562775,2026-03-05 11:29:31.874560
Paraguay,PY,2018,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.97561015740694,2026-03-05 11:29:31.874563
Paraguay,PY,2017,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.60247741348943,2026-03-05 11:29:31.874566
Paraguay,PY,2016,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.08682280577241,2026-03-05 11:29:31.874568
Paraguay,PY,2015,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.12900274473925,2026-03-05 11:29:31.874571
Paraguay,PY,2014,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.02882767456766,2026-03-05 11:29:31.874574
Paraguay,PY,2013,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.68385738718582,2026-03-05 11:29:31.874576
Paraguay,PY,2012,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.67591897974496,2026-03-05 11:29:31.874579
Paraguay,PY,2011,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.2539682539683,2026-03-05 11:29:31.874581
Paraguay,PY,2010,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.65116279069765,2026-03-05 11:29:31.874584
Paraguay,PY,2009,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.59194673430567,2026-03-05 11:29:31.874587
Paraguay,PY,2008,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,10.1547846489023,2026-03-05 11:29:31.874589
Paraguay,PY,2007,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.13047417698577,2026-03-05 11:29:31.874592
Paraguay,PY,2006,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.58934941129229,2026-03-05 11:29:31.874594
Paraguay,PY,2005,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.80738203116377,2026-03-05 11:29:31.874597
Paraguay,PY,2004,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.32326492967491,2026-03-05 11:29:31.874600
Paraguay,PY,2003,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,14.2367970499143,2026-03-05 11:29:31.874602
Paraguay,PY,2002,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,10.5102420856612,2026-03-05 11:29:31.874605
Paraguay,PY,2001,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.26806028584825,2026-03-05 11:29:31.874610
Paraguay,PY,2000,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.98215976750022,2026-03-05 11:29:31.874613
Paraguay,PY,1999,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.75226586102725,2026-03-05 11:29:31.874615
Paraguay,PY,1998,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,11.5532684355839,2026-03-05 11:29:31.874618
Paraguay,PY,1997,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.94956608534118,2026-03-05 11:29:31.874620
Paraguay,PY,1996,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.79968339016083,2026-03-05 11:29:31.874623
Paraguay,PY,1995,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,13.4254143646407,2026-03-05 11:29:31.874625
Paraguay,PY,1994,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,20.5661948376355,2026-03-05 11:29:31.874628
Paraguay,PY,1993,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,18.2086614173228,2026-03-05 11:29:31.874630
Paraguay,PY,1992,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,15.192743764172,2026-03-05 11:29:31.874633
Paraguay,PY,1991,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,24.2253521126763,2026-03-05 11:29:31.874636
Paraguay,PY,1990,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,37.2599561799201,2026-03-05 11:29:31.874638
Paraguay,PY,1989,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,26.4221267235586,2026-03-05 11:29:31.874641
Paraguay,PY,1988,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,22.5942571785268,2026-03-05 11:29:31.874644
Paraguay,PY,1987,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,21.8102740350983,2026-03-05 11:29:31.874646
Paraguay,PY,1986,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,31.7425972672999,2026-03-05 11:29:31.874648
Paraguay,PY,1985,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,25.2107164358818,2026-03-05 11:29:31.874651
Paraguay,PY,1984,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,20.3114625460255,2026-03-05 11:29:31.874654
Paraguay,PY,1983,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,13.4337555631631,2026-03-05 11:29:31.874656
Paraguay,PY,1982,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.12006543713188,2026-03-05 11:29:31.874659
Paraguay,PY,1981,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,12.9746974698193,2026-03-05 11:29:31.874663
Paraguay,PY,1980,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,22.4473301362177,2026-03-05 11:29:31.874666
Paraguay,PY,1979,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,28.1610386024436,2026-03-05 11:29:31.874669
Paraguay,PY,1978,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,10.6602475929181,2026-03-05 11:29:31.874672
Paraguay,PY,1977,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.35985291662838,2026-03-05 11:29:31.874674
Paraguay,PY,1976,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.47461474664498,2026-03-05 11:29:31.874677
Paraguay,PY,1975,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.69306008366748,2026-03-05 11:29:32.142752
Paraguay,PY,1974,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,25.2333177791075,2026-03-05 11:29:32.142761
Paraguay,PY,1973,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,12.796894532602,2026-03-05 11:29:32.142765
Paraguay,PY,1972,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.18037497303685,2026-03-05 11:29:32.142768
Paraguay,PY,1971,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.95325693640987,2026-03-05 11:29:32.142771
Paraguay,PY,1970,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.859556021006909,2026-03-05 11:29:32.142775
Paraguay,PY,1969,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.24684753574717,2026-03-05 11:29:32.142778
Paraguay,PY,1968,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.708073577854366,2026-03-05 11:29:32.142781
Paraguay,PY,1967,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.36526759221905,2026-03-05 11:29:32.142784
Paraguay,PY,1966,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.87319422160326,2026-03-05 11:29:32.142787
Paraguay,PY,1965,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.8592981578052,2026-03-05 11:29:32.142789
Paraguay,PY,1964,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.36986301369865,2026-03-05 11:29:32.142819
Paraguay,PY,1963,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.09790209790211,2026-03-05 11:29:32.142825
Paraguay,PY,1962,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.41843971631208,2026-03-05 11:29:32.142829
Paraguay,PY,1961,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,18.4873949579832,2026-03-05 11:29:32.142832
Paraguay,PY,1960,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.18181818181802,2026-03-05 11:29:32.142835
United States,US,2024,GDP (current US$),NY.GDP.MKTP.CD,28750956130731.2,2026-03-05 11:29:32.405889
United States,US,2023,GDP (current US$),NY.GDP.MKTP.CD,27292170793214.4,2026-03-05 11:29:32.405895
United States,US,2022,GDP (current US$),NY.GDP.MKTP.CD,25604848907611.0,2026-03-05 11:29:32.405898
United States,US,2021,GDP (current US$),NY.GDP.MKTP.CD,23315080560000.0,2026-03-05 11:29:32.405901
United States,US,2020,GDP (current US$),NY.GDP.MKTP.CD,21060473613000.0,2026-03-05 11:29:32.405903
United States,US,2019,GDP (current US$),NY.GDP.MKTP.CD,21380976119000.0,2026-03-05 11:29:32.405905
United States,US,2018,GDP (current US$),NY.GDP.MKTP.CD,20533057312000.0,2026-03-05 11:29:32.405908
United States,US,2017,GDP (current US$),NY.GDP.MKTP.CD,19477336549000.0,2026-03-05 11:29:32.405910
United States,US,2016,GDP (current US$),NY.GDP.MKTP.CD,18695110842000.0,2026-03-05 11:29:32.405912
United States,US,2015,GDP (current US$),NY.GDP.MKTP.CD,18206020741000.0,2026-03-05 11:29:32.405915
United States,US,2014,GDP (current US$),NY.GDP.MKTP.CD,17550680174000.0,2026-03-05 11:29:32.405917
United States,US,2013,GDP (current US$),NY.GDP.MKTP.CD,16843190993000.0,2026-03-05 11:29:32.405919
United States,US,2012,GDP (current US$),NY.GDP.MKTP.CD,16253972230000.0,2026-03-05 11:29:32.405922
United States,US,2011,GDP (current US$),NY.GDP.MKTP.CD,15599728123000.0,2026-03-05 11:29:32.405924
United States,US,2010,GDP (current US$),NY.GDP.MKTP.CD,15048964444000.0,2026-03-05 11:29:32.405926
United States,US,2009,GDP (current US$),NY.GDP.MKTP.CD,14478064934000.0,2026-03-05 11:29:32.405928
United States,US,2008,GDP (current US$),NY.GDP.MKTP.CD,14769857911000.0,2026-03-05 11:29:32.405930
United States,US,2007,GDP (current US$),NY.GDP.MKTP.CD,14474226905000.0,2026-03-05 11:29:32.405933
United States,US,2006,GDP (current US$),NY.GDP.MKTP.CD,13815586948000.0,2026-03-05 11:29:32.405935
United States,US,2005,GDP (current US$),NY.GDP.MKTP.CD,13039199193000.0,2026-03-05 11:29:32.405937
United States,US,2004,GDP (current US$),NY.GDP.MKTP.CD,12217193198000.0,2026-03-05 11:29:32.405940
United States,US,2003,GDP (current US$),NY.GDP.MKTP.CD,11456442041000.0,2026-03-05 11:29:32.405943
United States,US,2002,GDP (current US$),NY.GDP.MKTP.CD,10929112955000.0,2026-03-05 11:29:32.405945
United States,US,2001,GDP (current US$),NY.GDP.MKTP.CD,10581929774000.0,2026-03-05 11:29:32.405947
United States,US,2000,GDP (current US$),NY.GDP.MKTP.CD,10250947997000.0,2026-03-05 11:29:32.405949
United States,US,1999,GDP (current US$),NY.GDP.MKTP.CD,9631174489000.0,2026-03-05 11:29:32.405952
United States,US,1998,GDP (current US$),NY.GDP.MKTP.CD,9062818202000.0,2026-03-05 11:29:32.405954
United States,US,1997,GDP (current US$),NY.GDP.MKTP.CD,8577554457000.0,2026-03-05 11:29:32.405956
United States,US,1996,GDP (current US$),NY.GDP.MKTP.CD,8073122000000.0,2026-03-05 11:29:32.405958
United States,US,1995,GDP (current US$),NY.GDP.MKTP.CD,7639749000000.0,2026-03-05 11:29:32.405961
United States,US,1994,GDP (current US$),NY.GDP.MKTP.CD,7287236000000.0,2026-03-05 11:29:32.405963
United States,US,1993,GDP (current US$),NY.GDP.MKTP.CD,6858559000000.0,2026-03-05 11:29:32.405965
United States,US,1992,GDP (current US$),NY.GDP.MKTP.CD,6520327000000.0,2026-03-05 11:29:32.405967
United States,US,1991,GDP (current US$),NY.GDP.MKTP.CD,6158129000000.0,2026-03-05 11:29:32.405969
United States,US,1990,GDP (current US$),NY.GDP.MKTP.CD,5963144000000.0,2026-03-05 11:29:32.405972
United States,US,1989,GDP (current US$),NY.GDP.MKTP.CD,5641580000000.0,2026-03-05 11:29:32.405974
United States,US,1988,GDP (current US$),NY.GDP.MKTP.CD,5236438000000.0,2026-03-05 11:29:32.405978
United States,US,1987,GDP (current US$),NY.GDP.MKTP.CD,4855215000000.0,2026-03-05 11:29:32.405980
United States,US,1986,GDP (current US$),NY.GDP.MKTP.CD,4579631000000.0,2026-03-05 11:29:32.405982
United States,US,1985,GDP (current US$),NY.GDP.MKTP.CD,4338979000000.0,2026-03-05 11:29:32.405985
United States,US,1984,GDP (current US$),NY.GDP.MKTP.CD,4037613000000.0,2026-03-05 11:29:32.405987
United States,US,1983,GDP (current US$),NY.GDP.MKTP.CD,3634038000000.0,2026-03-05 11:29:32.405989
United States,US,1982,GDP (current US$),NY.GDP.MKTP.CD,3343789000000.0,2026-03-05 11:29:32.405991
United States,US,1981,GDP (current US$),NY.GDP.MKTP.CD,3207041000000.0,2026-03-05 11:29:32.405993
United States,US,1980,GDP (current US$),NY.GDP.MKTP.CD,2857307000000.0,2026-03-05 11:29:32.405995
United States,US,1979,GDP (current US$),NY.GDP.MKTP.CD,2627333000000.0,2026-03-05 11:29:32.405997
United States,US,1978,GDP (current US$),NY.GDP.MKTP.CD,2351599000000.0,2026-03-05 11:29:32.405999
United States,US,1977,GDP (current US$),NY.GDP.MKTP.CD,2081826000000.0,2026-03-05 11:29:32.406002
United States,US,1976,GDP (current US$),NY.GDP.MKTP.CD,1873412000000.0,2026-03-05 11:29:32.406004
United States,US,1975,GDP (current US$),NY.GDP.MKTP.CD,1684904000000.0,2026-03-05 11:29:32.714935
United States,US,1974,GDP (current US$),NY.GDP.MKTP.CD,1545243000000.0,2026-03-05 11:29:32.714943
United States,US,1973,GDP (current US$),NY.GDP.MKTP.CD,1425376000000.0,2026-03-05 11:29:32.714946
United States,US,1972,GDP (current US$),NY.GDP.MKTP.CD,1279110000000.0,2026-03-05 11:29:32.714950
United States,US,1971,GDP (current US$),NY.GDP.MKTP.CD,1164850000000.0,2026-03-05 11:29:32.714953
United States,US,1970,GDP (current US$),NY.GDP.MKTP.CD,1073303000000.0,2026-03-05 11:29:32.714956
United States,US,1969,GDP (current US$),NY.GDP.MKTP.CD,1017438172413.79,2026-03-05 11:29:32.714959
United States,US,1968,GDP (current US$),NY.GDP.MKTP.CD,940225000000.0,2026-03-05 11:29:32.714962
United States,US,1967,GDP (current US$),NY.GDP.MKTP.CD,859620034482.759,2026-03-05 11:29:32.714965
United States,US,1966,GDP (current US$),NY.GDP.MKTP.CD,813032758620.69,2026-03-05 11:29:32.714968
United States,US,1965,GDP (current US$),NY.GDP.MKTP.CD,741904862068.965,2026-03-05 11:29:32.714971
United States,US,1964,GDP (current US$),NY.GDP.MKTP.CD,684144620689.655,2026-03-05 11:29:32.714974
United States,US,1963,GDP (current US$),NY.GDP.MKTP.CD,637058551724.138,2026-03-05 11:29:32.714977
United States,US,1962,GDP (current US$),NY.GDP.MKTP.CD,603639413793.103,2026-03-05 11:29:32.714979
United States,US,1961,GDP (current US$),NY.GDP.MKTP.CD,561940310344.828,2026-03-05 11:29:32.714982
United States,US,1960,GDP (current US$),NY.GDP.MKTP.CD,541988586206.897,2026-03-05 11:29:32.714985
United States,US,2024,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.94952520485207,2026-03-05 11:29:34.130563
United States,US,2023,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.11633838374488,2026-03-05 11:29:34.130567
United States,US,2022,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.00279982052121,2026-03-05 11:29:34.130569
United States,US,2021,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.69785886363742,2026-03-05 11:29:34.130570
United States,US,2020,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.23358439630629,2026-03-05 11:29:34.130572
United States,US,2019,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.81221007526021,2026-03-05 11:29:34.130573
United States,US,2018,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.44258329692817,2026-03-05 11:29:34.130575
United States,US,2017,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.13011000365961,2026-03-05 11:29:34.130576
United States,US,2016,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.26158320570536,2026-03-05 11:29:34.130578
United States,US,2015,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.118627135552451,2026-03-05 11:29:34.130579
United States,US,2014,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.62222297740817,2026-03-05 11:29:34.130581
United States,US,2013,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.46483265562717,2026-03-05 11:29:34.130582
United States,US,2012,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.06933726526067,2026-03-05 11:29:34.130584
United States,US,2011,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.156841568622,2026-03-05 11:29:34.130585
United States,US,2010,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.6400434423899,2026-03-05 11:29:34.130586
United States,US,2009,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.355546266299747,2026-03-05 11:29:34.130588
United States,US,2008,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.839100296651,2026-03-05 11:29:34.130589
United States,US,2007,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.85267248150138,2026-03-05 11:29:34.130591
United States,US,2006,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.22594410070404,2026-03-05 11:29:34.130592
United States,US,2005,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.3927468454955,2026-03-05 11:29:34.130593
United States,US,2004,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.67723669309172,2026-03-05 11:29:34.130595
United States,US,2003,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.27009497336115,2026-03-05 11:29:34.130596
United States,US,2002,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.58603162650601,2026-03-05 11:29:34.130598
United States,US,2001,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.82617111885407,2026-03-05 11:29:34.130599
United States,US,2000,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.37685727149929,2026-03-05 11:29:34.130600
United States,US,1999,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.18802719697358,2026-03-05 11:29:34.130602
United States,US,1998,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.55227909874364,2026-03-05 11:29:34.130603
United States,US,1997,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.33768993730735,2026-03-05 11:29:34.130605
United States,US,1996,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.93120419993441,2026-03-05 11:29:34.130606
United States,US,1995,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.80541968853662,2026-03-05 11:29:34.130608
United States,US,1994,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.60744159215453,2026-03-05 11:29:34.130611
United States,US,1993,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.95165696638559,2026-03-05 11:29:34.130612
United States,US,1992,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.02881967814969,2026-03-05 11:29:34.130614
United States,US,1991,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.23496396453849,2026-03-05 11:29:34.130615
United States,US,1990,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.39795643990325,2026-03-05 11:29:34.130617
United States,US,1989,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.82700303008944,2026-03-05 11:29:34.130618
United States,US,1988,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.07774110744413,2026-03-05 11:29:34.130619
United States,US,1987,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.6645632175169,2026-03-05 11:29:34.130621
United States,US,1986,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.89804772234276,2026-03-05 11:29:34.130623
United States,US,1985,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.54564415209365,2026-03-05 11:29:34.130625
United States,US,1984,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.30053547523429,2026-03-05 11:29:34.130626
United States,US,1983,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.21243523316065,2026-03-05 11:29:34.130627
United States,US,1982,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.13142700027493,2026-03-05 11:29:34.130629
United States,US,1981,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,10.3347153402771,2026-03-05 11:29:34.130630
United States,US,1980,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,13.5492019749684,2026-03-05 11:29:34.130631
United States,US,1979,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,11.2544711292795,2026-03-05 11:29:34.130632
United States,US,1978,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.63096383885606,2026-03-05 11:29:34.130634
United States,US,1977,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.5016839947284,2026-03-05 11:29:34.130635
United States,US,1976,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.74481263549085,2026-03-05 11:29:34.130636
United States,US,1975,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.14314686496535,2026-03-05 11:29:34.463498
United States,US,1974,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,11.0548048048048,2026-03-05 11:29:34.463504
United States,US,1973,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.17776006377038,2026-03-05 11:29:34.463507
United States,US,1972,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.27227824655283,2026-03-05 11:29:34.463510
United States,US,1971,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.29276668813051,2026-03-05 11:29:34.463512
United States,US,1970,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.83825533848251,2026-03-05 11:29:34.463515
United States,US,1969,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.46238620028745,2026-03-05 11:29:34.463518
United States,US,1968,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.27179615288537,2026-03-05 11:29:34.463521
United States,US,1967,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.77278562259309,2026-03-05 11:29:34.463523
United States,US,1966,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.0150753768844,2026-03-05 11:29:34.463526
United States,US,1965,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.58516926383662,2026-03-05 11:29:34.463528
United States,US,1964,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.27891156462591,2026-03-05 11:29:34.463531
United States,US,1963,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.23966942148753,2026-03-05 11:29:34.463533
United States,US,1962,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.19877334820186,2026-03-05 11:29:34.463536
United States,US,1961,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.07072414764724,2026-03-05 11:29:34.463538
