pais,año,GDP (current US$),"Inflation, consumer prices (annual %)"
Uruguay,1995,19297663096.5506,42.2483197983755
Uruguay,1996,20515458113.5857,28.3420486004309
Uruguay,1997,23969739233.8966,19.8188093183779
Uruguay,1998,25385886977.5228,10.8110703055616
Uruguay,1999,23983945190.6202,5.65868803927908
Uruguay,2000,22823270892.1094,4.76382472733251
Uruguay,2001,20898761742.2386,4.3593406521727
Uruguay,2002,13606515722.5864,13.9724725913515
Uruguay,2003,12045638351.8507,19.3797301743995
Uruguay,2004,13686329890.1191,9.15760507540997
Uruguay,2005,17362857683.8545,4.6992773903564
Uruguay,2006,19741420739.8901,6.39764974385131
Uruguay,2007,23797773024.3992,8.11464561179313
Uruguay,2008,31119602538.8322,7.87707374730888
Uruguay,2009,32708319077.5179,7.06221874388574
Uruguay,2010,41950361211.9581,6.69870886978132
Uruguay,2011,50342406067.0777,8.0928320630299
Uruguay,2012,54232266358.7811,8.09776580573602
Uruguay,2013,61337621933.7857,8.57513504005397
Uruguay,2014,61496186973.902,8.87735333229828
Uruguay,2015,57680327998.6689,8.66626987079328
Uruguay,2016,57480787465.2716,9.6394134763508
Uruguay,2017,65005997963.4822,6.2180938256186
Uruguay,2018,65344577415.7535,7.60653360377047
Uruguay,2019,62222313618.8454,7.88198870879619
Uruguay,2020,53559359261.826,9.75640636078194
Uruguay,2021,60739084240.8633,7.74791402314762
Uruguay,2022,70594110920.0358,9.10437983075437
Uruguay,2023,77991666837.7382,5.86910359896119
Uruguay,2024,80961511073.5797,4.84914366613156
